"","counts","type","freq"
"AZITHROMYCIN DIHYDRATE",441,"Drug",0.00142343011151816
"MEMANTINE HYDROCHLORIDE",441,"Drug",0.00142343011151816
"DACLATASVIR",440,"Drug",0.00142020237883898
"FLUDARABINE PHOSPHATE",437,"Drug",0.00141051918080145
"PREDNISOLONE\PREDNISOLONE ACETATE\PREDNISOLONE SODIUM SUCCINATE",435,"Drug",0.00140406371544309
"DARATUMUMAB",434,"Drug",0.00140083598276391
"IVACAFTOR\LUMACAFTOR",432,"Drug",0.00139438051740555
"FORMOTEROL FUMARATE DIHYDRATE\MOMETASONE FUROATE",426,"Drug",0.00137501412133047
"HYDROCHLOROTHIAZIDE\TRIAMTERENE",426,"Drug",0.00137501412133047
"EMPAGLIFLOZIN",422,"Drug",0.00136210319061375
"BRIMONIDINE TARTRATE",421,"Drug",0.00135887545793457
"DOMPERIDONE",419,"Drug",0.00135241999257621
"ANASTROZOLE",417,"Drug",0.00134596452721786
"DOXAZOSIN\DOXAZOSIN MESYLATE",415,"Drug",0.0013395090618595
"ETHINYL ESTRADIOL\NORETHINDRONE ACETATE",415,"Drug",0.0013395090618595
"CETUXIMAB",413,"Drug",0.00133305359650114
"PARICALCITOL",413,"Drug",0.00133305359650114
"PRAMIPEXOLE DIHYDROCHLORIDE",413,"Drug",0.00133305359650114
"TOBRAMYCIN",413,"Drug",0.00133305359650114
"DONEPEZIL HYDROCHLORIDE",412,"Drug",0.00132982586382196
"BUPRENORPHINE",411,"Drug",0.00132659813114278
"HYDROXYUREA",411,"Drug",0.00132659813114278
"CLOBAZAM",410,"Drug",0.0013233703984636
"SENNOSIDES",409,"Drug",0.00132014266578442
"SOFOSBUVIR\VELPATASVIR",409,"Drug",0.00132014266578442
"CLINDAMYCIN",406,"Drug",0.00131045946774688
"TETRABENAZINE",405,"Drug",0.0013072317350677
"VINCRISTINE SULFATE",405,"Drug",0.0013072317350677
"DOXYCYCLINE HYCLATE",404,"Drug",0.00130400400238852
"HYDROCHLOROTHIAZIDE\LOSARTAN POTASSIUM",403,"Drug",0.00130077626970934
"ERYTHROMYCIN",402,"Drug",0.00129754853703016
"CANDESARTAN",398,"Drug",0.00128463760631345
"PERTUZUMAB",398,"Drug",0.00128463760631345
"PROCHLORPERAZINE",398,"Drug",0.00128463760631345
"NITROFURANTOIN",397,"Drug",0.00128140987363427
"CORTICOTROPIN",395,"Drug",0.00127495440827591
"MELPHALAN",395,"Drug",0.00127495440827591
"CANDESARTAN CILEXETIL",394,"Drug",0.00127172667559673
"CEFTRIAXONE",393,"Drug",0.00126849894291755
"ESZOPICLONE",391,"Drug",0.00126204347755919
"GLYBURIDE",390,"Drug",0.00125881574488001
"CARISOPRODOL",389,"Drug",0.00125558801220083
"PYRIDOXINE HYDROCHLORIDE",388,"Drug",0.00125236027952165
"AMITRIPTYLINE HYDROCHLORIDE",387,"Drug",0.00124913254684247
"DIETARY SUPPLEMENT",385,"Drug",0.00124267708148411
"BRIMONIDINE TARTRATE\TIMOLOL MALEATE",383,"Drug",0.00123622161612575
"BENZONATATE",381,"Drug",0.00122976615076739
"NIACIN",381,"Drug",0.00122976615076739
"CLOBETASOL",379,"Drug",0.00122331068540903
"ESTRADIOL\NORETHINDRONE ACETATE",379,"Drug",0.00122331068540903
"SENNA LEAF\SENNOSIDES\SENNOSIDES A AND B",377,"Drug",0.00121685522005068
"TRIAMCINOLONE",377,"Drug",0.00121685522005068
"RIVASTIGMINE",376,"Drug",0.0012136274873715
"ENOXAPARIN",375,"Drug",0.00121039975469232
"LACOSAMIDE",375,"Drug",0.00121039975469232
"CANAKINUMAB",374,"Drug",0.00120717202201314
"DORNASE ALFA",371,"Drug",0.0011974888239756
"APREPITANT",370,"Drug",0.00119426109129642
"VIGABATRIN",370,"Drug",0.00119426109129642
"ELBASVIR\GRAZOPREVIR",367,"Drug",0.00118457789325888
"METRONIDAZOLE\METRONIDAZOLE HYDROCHLORIDE",367,"Drug",0.00118457789325888
"MOXIFLOXACIN HYDROCHLORIDE",367,"Drug",0.00118457789325888
"THYROID, PORCINE",367,"Drug",0.00118457789325888
"IDELALISIB",366,"Drug",0.0011813501605797
"RIFAXIMIN",365,"Drug",0.00117812242790052
"CLONIDINE HYDROCHLORIDE",363,"Drug",0.00117166696254216
"PRAMIPEXOLE",363,"Drug",0.00117166696254216
"ISOTRETINOIN",362,"Drug",0.00116843922986298
"MIDAZOLAM\MIDAZOLAM HYDROCHLORIDE",360,"Drug",0.00116198376450462
"POLYETHYLENE GLYCOLS",357,"Drug",0.00115230056646709
"BUPIVACAINE HYDROCHLORIDE",356,"Drug",0.00114907283378791
"BENAZEPRIL HYDROCHLORIDE",354,"Drug",0.00114261736842955
"FENTANYL CITRATE",352,"Drug",0.00113616190307119
"BIMATOPROST",349,"Drug",0.00112647870503365
"EFAVIRENZ",349,"Drug",0.00112647870503365
"DEXTROMETHORPHAN HYDROBROMIDE\QUINIDINE SULFATE",348,"Drug",0.00112325097235447
"AMOXICILLIN\CLAVULANIC ACID",346,"Drug",0.00111679550699611
"CALCIUM\CHOLECALCIFEROL",346,"Drug",0.00111679550699611
"DOXAZOSIN MESYLATE",346,"Drug",0.00111679550699611
"ACLIDINIUM BROMIDE",345,"Drug",0.00111356777431693
"NEBIVOLOL",345,"Drug",0.00111356777431693
"ACETAMINOPHEN\BUTALBITAL\CAFFEINE",343,"Drug",0.00110711230895857
"AMPHOTERICIN B",343,"Drug",0.00110711230895857
"VENETOCLAX",341,"Drug",0.00110065684360021
"CORTISONE\HYDROCORTISONE",339,"Drug",0.00109420137824185
"ETHINYL ESTRADIOL\LEVONORGESTREL",339,"Drug",0.00109420137824185
"LINACLOTIDE",337,"Drug",0.00108774591288349
"OXAZEPAM",337,"Drug",0.00108774591288349
"SORAFENIB",337,"Drug",0.00108774591288349
"BICALUTAMIDE",335,"Drug",0.00108129044752514
"DASABUVIR",335,"Drug",0.00108129044752514
"AZACITIDINE",333,"Drug",0.00107483498216678
"MERCAPTOPURINE",333,"Drug",0.00107483498216678
"ONABOTULINUMTOXINA",332,"Drug",0.0010716072494876
"OXYBUTYNIN CHLORIDE",332,"Drug",0.0010716072494876
"GLUCOSAMINE",331,"Drug",0.00106837951680842
"ALFACALCIDOL",330,"Drug",0.00106515178412924
"ANAKINRA",330,"Drug",0.00106515178412924
"DONEPEZIL",328,"Drug",0.00105869631877088
"HYDROCODONE BITARTRATE",328,"Drug",0.00105869631877088
"RIFAMPIN",328,"Drug",0.00105869631877088
"LENVATINIB",327,"Drug",0.0010554685860917
"LITHIUM",327,"Drug",0.0010554685860917
"SOTALOL",326,"Drug",0.00105224085341252
"DICLOFENAC POTASSIUM",324,"Drug",0.00104578538805416
"DUTASTERIDE",324,"Drug",0.00104578538805416
"TENOFOVIR",323,"Drug",0.00104255765537498
"INDAPAMIDE",322,"Drug",0.0010393299226958
"TOLVAPTAN",322,"Drug",0.0010393299226958
"ISONIAZID",321,"Drug",0.00103610219001662
"BLINATUMOMAB",319,"Drug",0.00102964672465826
"MEDROXYPROGESTERONE ACETATE",316,"Drug",0.00101996352662073
"BELIMUMAB",314,"Drug",0.00101350806126237
"LINEZOLID",314,"Drug",0.00101350806126237
"LIDOCAINE HYDROCHLORIDE",313,"Drug",0.00101028032858319
"DAPAGLIFLOZIN",312,"Drug",0.00100705259590401
"ETHINYL ESTRADIOL\NORGESTIMATE",312,"Drug",0.00100705259590401
"INDOMETHACIN",312,"Drug",0.00100705259590401
"OBINUTUZUMAB",312,"Drug",0.00100705259590401
"ORLISTAT",311,"Drug",0.00100382486322483
"ROPINIROLE",311,"Drug",0.00100382486322483
"DOCOSANOL",310,"Drug",0.00100059713054565
"CEFTRIAXONE SODIUM",309,"Drug",0.000997369397866469
"ERLOTINIB HYDROCHLORIDE",309,"Drug",0.000997369397866469
"PSEUDOEPHEDRINE HYDROCHLORIDE",308,"Drug",0.000994141665187289
"REBAMIPIDE",308,"Drug",0.000994141665187289
"HERBALS",307,"Drug",0.00099091393250811
"HYDROXYZINE HYDROCHLORIDE",307,"Drug",0.00099091393250811
"SIROLIMUS",307,"Drug",0.00099091393250811
"ENALAPRIL MALEATE",306,"Drug",0.00098768619982893
"CILOSTAZOL",302,"Drug",0.000974775269112212
"LURASIDONE HYDROCHLORIDE",302,"Drug",0.000974775269112212
"IFOSFAMIDE",301,"Drug",0.000971547536433033
"TAMOXIFEN",301,"Drug",0.000971547536433033
"CRIZOTINIB",299,"Drug",0.000965092071074674
"METOLAZONE",298,"Drug",0.000961864338395494
"TENOFOVIR DISOPROXIL FUMARATE",296,"Drug",0.000955408873037135
"KETOCONAZOLE",295,"Drug",0.000952181140357956
"PHENOBARBITAL",294,"Drug",0.000948953407678776
"TEMOZOLOMIDE",294,"Drug",0.000948953407678776
"TRAMETINIB DIMETHYL SULFOXIDE",294,"Drug",0.000948953407678776
"DOCUSATE",291,"Drug",0.000939270209641237
"FERROUS FUMARATE",291,"Drug",0.000939270209641237
"ZONISAMIDE",290,"Drug",0.000936042476962058
"RALTEGRAVIR POTASSIUM",289,"Drug",0.000932814744282879
"AFATINIB",288,"Drug",0.000929587011603699
"CALCIUM CITRATE",288,"Drug",0.000929587011603699
"TURMERIC",288,"Drug",0.000929587011603699
"BROMAZEPAM",287,"Drug",0.00092635927892452
"VITAMIN B",287,"Drug",0.00092635927892452
"TESTOSTERONE CYPIONATE",285,"Drug",0.00091990381356616
"SCOPOLAMINE",283,"Drug",0.000913448348207801
"ATROPINE SULFATE\DIPHENOXYLATE HYDROCHLORIDE",282,"Drug",0.000910220615528622
"PIOGLITAZONE HYDROCHLORIDE",282,"Drug",0.000910220615528622
"RIZATRIPTAN BENZOATE",281,"Drug",0.000906992882849442
"EZETIMIBE\SIMVASTATIN",280,"Drug",0.000903765150170263
"HYDROCHLOROTHIAZIDE\OLMESARTAN MEDOXOMIL",280,"Drug",0.000903765150170263
"TRAVOPROST",279,"Drug",0.000900537417491083
"SILODOSIN",278,"Drug",0.000897309684811904
"LEUCOVORIN CALCIUM",277,"Drug",0.000894081952132724
"LITHIUM CARBONATE",276,"Drug",0.000890854219453545
"ASFOTASE ALFA",275,"Drug",0.000887626486774365
"MYCOPHENOLIC ACID",274,"Drug",0.000884398754095186
"OSIMERTINIB",274,"Drug",0.000884398754095186
"AMANTADINE",273,"Drug",0.000881171021416006
"MEPERIDINE HYDROCHLORIDE",272,"Drug",0.000877943288736827
"HYDROXYCHLOROQUINE DIPHOSPHATE",270,"Drug",0.000871487823378468
"MYCOPHENOLATE SODIUM",270,"Drug",0.000871487823378468
"THEOPHYLLINE ANHYDROUS",270,"Drug",0.000871487823378468
"ZINC\ZINC CHLORIDE",270,"Drug",0.000871487823378468
"LACTOBACILLUS ACIDOPHILUS",268,"Drug",0.000865032358020109
"MEPOLIZUMAB",268,"Drug",0.000865032358020109
"ELUXADOLINE",267,"Drug",0.000861804625340929
"INVESTIGATIONAL PRODUCT",267,"Drug",0.000861804625340929
"OLODATEROL HYDROCHLORIDE\TIOTROPIUM BROMIDE MONOHYDRATE",264,"Drug",0.000852121427303391
"ROCURONIUM BROMIDE",261,"Drug",0.000842438229265852
"DABRAFENIB MESYLATE",260,"Drug",0.000839210496586673
"METAMIZOLE SODIUM",260,"Drug",0.000839210496586673
"LUBIPROSTONE",259,"Drug",0.000835982763907493
"NORTRIPTYLINE",259,"Drug",0.000835982763907493
"BUPRENORPHINE HYDROCHLORIDE",258,"Drug",0.000832755031228314
"SIMEPREVIR",258,"Drug",0.000832755031228314
"VANCOMYCIN HYDROCHLORIDE",258,"Drug",0.000832755031228314
"LORATADINE\PSEUDOEPHEDRINE SULFATE",257,"Drug",0.000829527298549134
"TOLTERODINE TARTRATE",256,"Drug",0.000826299565869955
"BENDAMUSTINE HYDROCHLORIDE",255,"Drug",0.000823071833190775
"CARBOCYSTEINE",255,"Drug",0.000823071833190775
"GEMCITABINE HYDROCHLORIDE",254,"Drug",0.000819844100511596
"GEMFIBROZIL",254,"Drug",0.000819844100511596
"IRON SUCROSE",253,"Drug",0.000816616367832416
"BISACODYL",252,"Drug",0.000813388635153237
"DOCUSATE CALCIUM",252,"Drug",0.000813388635153237
"HYOSCYAMINE SULFATE",252,"Drug",0.000813388635153237
"AXITINIB",251,"Drug",0.000810160902474057
"ISOSORBIDE",250,"Drug",0.000806933169794878
"OLOPATADINE HYDROCHLORIDE",249,"Drug",0.000803705437115698
"ATEZOLIZUMAB",248,"Drug",0.000800477704436519
"CICLESONIDE",247,"Drug",0.000797249971757339
"MICONAZOLE NITRATE",246,"Drug",0.00079402223907816
"MINOCYCLINE\MINOCYCLINE HYDROCHLORIDE",246,"Drug",0.00079402223907816
"CEFEPIME HYDROCHLORIDE",245,"Drug",0.00079079450639898
"BENDROFLUMETHIAZIDE",242,"Drug",0.000781111308361442
"DIMETHICONE",242,"Drug",0.000781111308361442
"BETAMETHASONE",240,"Drug",0.000774655843003082
"DARUNAVIR",240,"Drug",0.000774655843003082
"DESLORATADINE",240,"Drug",0.000774655843003082
"TAPENTADOL HYDROCHLORIDE",240,"Drug",0.000774655843003082
"BUSULFAN",239,"Drug",0.000771428110323903
"LERCANIDIPINE",239,"Drug",0.000771428110323903
"METAXALONE",239,"Drug",0.000771428110323903
"SEVELAMER CARBONATE",239,"Drug",0.000771428110323903
"DOFETILIDE",238,"Drug",0.000768200377644723
"GLYCOPYRRONIUM\INDACATEROL",235,"Drug",0.000758517179607185
"INFLUENZA VIRUS VACCINE",235,"Drug",0.000758517179607185
"DROSPIRENONE\ETHINYL ESTRADIOL",234,"Drug",0.000755289446928005
"IVABRADINE HYDROCHLORIDE",234,"Drug",0.000755289446928005
"DOXEPIN",232,"Drug",0.000748833981569646
"AZTREONAM LYSINE",231,"Drug",0.000745606248890467
"FLAX SEED",231,"Drug",0.000745606248890467
"PONATINIB",231,"Drug",0.000745606248890467
"ACETAMINOPHEN\TRAMADOL HYDROCHLORIDE",230,"Drug",0.000742378516211287
"PRASUGREL HYDROCHLORIDE",230,"Drug",0.000742378516211287
"ALCOHOL",227,"Drug",0.000732695318173749
"DASABUVIR\OMBITASVIR\PARITAPREVIR\RITONAVIR",226,"Drug",0.000729467585494569
"EMTRICITABINE",226,"Drug",0.000729467585494569
"ETHAMBUTOL HYDROCHLORIDE",225,"Drug",0.00072623985281539
"OSPEMIFENE",225,"Drug",0.00072623985281539
"VILAZODONE HYDROCHLORIDE",224,"Drug",0.00072301212013621
"ALUMINUM HYDROXIDE\MAGNESIUM CARBONATE",223,"Drug",0.000719784387457031
"CLOBETASOL PROPIONATE",223,"Drug",0.000719784387457031
"CRANBERRY",223,"Drug",0.000719784387457031
"ELTROMBOPAG OLAMINE",223,"Drug",0.000719784387457031
"HYDROXYZINE PAMOATE",223,"Drug",0.000719784387457031
"NORTRIPTYLINE HYDROCHLORIDE",223,"Drug",0.000719784387457031
"THIAMINE",223,"Drug",0.000719784387457031
"ACETAMINOPHEN\OXYCODONE HYDROCHLORIDE\OXYCODONE TEREPHTHALATE",222,"Drug",0.000716556654777851
"LOXOPROFEN SODIUM",222,"Drug",0.000716556654777851
"ALENDRONIC ACID",220,"Drug",0.000710101189419492
"REGORAFENIB",220,"Drug",0.000710101189419492
"BENDAMUSTINE",219,"Drug",0.000706873456740313
"BENSERAZIDE HYDROCHLORIDE\LEVODOPA",219,"Drug",0.000706873456740313
"BRENTUXIMAB VEDOTIN",219,"Drug",0.000706873456740313
"IBANDRONATE SODIUM",219,"Drug",0.000706873456740313
"MAGNESIUM HYDROXIDE",218,"Drug",0.000703645724061133
"CLINDAMYCIN HYDROCHLORIDE",217,"Drug",0.000700417991381954
"DEXTROSE",217,"Drug",0.000700417991381954
"FLUTICASONE FUROATE",217,"Drug",0.000700417991381954
"OMEGA-3-ACID ETHYL ESTERS",217,"Drug",0.000700417991381954
"HUMAN C1-ESTERASE INHIBITOR",216,"Drug",0.000697190258702774
"LAPINE T-LYMPHOCYTE IMMUNE GLOBULIN",215,"Drug",0.000693962526023595
"MUPIROCIN",215,"Drug",0.000693962526023595
"AMLODIPINE BESYLATE\OLMESARTAN MEDOXOMIL",214,"Drug",0.000690734793344415
"GOSERELIN ACETATE",214,"Drug",0.000690734793344415
"BROTIZOLAM",213,"Drug",0.000687507060665236
"DEXTROAMPHETAMINE",213,"Drug",0.000687507060665236
"ELETRIPTAN HYDROBROMIDE",212,"Drug",0.000684279327986056
"NABUMETONE",211,"Drug",0.000681051595306877
"TRIMETHOPRIM",211,"Drug",0.000681051595306877
"ATOMOXETINE HYDROCHLORIDE",210,"Drug",0.000677823862627697
"MICAFUNGIN SODIUM",210,"Drug",0.000677823862627697
"KETOPROFEN",209,"Drug",0.000674596129948518
"ENTECAVIR",208,"Drug",0.000671368397269338
"LEVOCETIRIZINE DIHYDROCHLORIDE",208,"Drug",0.000671368397269338
"METAMIZOLE",208,"Drug",0.000671368397269338
"PRIMIDONE",208,"Drug",0.000671368397269338
"UMECLIDINIUM BROMIDE",208,"Drug",0.000671368397269338
"CHOLESTYRAMINE",207,"Drug",0.000668140664590159
"SAXAGLIPTIN HYDROCHLORIDE",207,"Drug",0.000668140664590159
"ABACAVIR SULFATE\LAMIVUDINE",206,"Drug",0.000664912931910979
"FLECAINIDE",206,"Drug",0.000664912931910979
"PLANTAGO SEED",206,"Drug",0.000664912931910979
"DEXAMETHASONE SODIUM PHOSPHATE",205,"Drug",0.0006616851992318
"RASAGILINE MESYLATE",204,"Drug",0.00065845746655262
"RIVASTIGMINE TARTRATE",202,"Drug",0.000652002001194261
"AZELASTINE HYDROCHLORIDE",201,"Drug",0.000648774268515082
"HOMEOPATHICS",201,"Drug",0.000648774268515082
"CHLORTHALIDONE",200,"Drug",0.000645546535835902
"ILOPROST",200,"Drug",0.000645546535835902
"POSACONAZOLE",200,"Drug",0.000645546535835902
"ZIPRASIDONE HYDROCHLORIDE\ZIPRASIDONE MESYLATE",199,"Drug",0.000642318803156723
"DEXTROAMPHETAMINE SULFATE",198,"Drug",0.000639091070477543
"FELODIPINE",197,"Drug",0.000635863337798364
"HYDROCHLOROTHIAZIDE\IRBESARTAN",197,"Drug",0.000635863337798364
"IOHEXOL",197,"Drug",0.000635863337798364
"ITRACONAZOLE",197,"Drug",0.000635863337798364
"IXEKIZUMAB",197,"Drug",0.000635863337798364
"METHYLCOBALAMIN",197,"Drug",0.000635863337798364
"EPIRUBICIN",196,"Drug",0.000632635605119184
"TIMOLOL",196,"Drug",0.000632635605119184
"ELOSULFASE ALFA",195,"Drug",0.000629407872440004
"FEXOFENADINE\FEXOFENADINE HYDROCHLORIDE",195,"Drug",0.000629407872440004
"REPAGLINIDE",195,"Drug",0.000629407872440004
"CHLORPROMAZINE",193,"Drug",0.000622952407081645
"CLOTRIMAZOLE",193,"Drug",0.000622952407081645
"DAPAGLIFLOZIN PROPANEDIOL",193,"Drug",0.000622952407081645
"DEXCHLORPHENIRAMINE MALEATE",193,"Drug",0.000622952407081645
"PEGINTERFERON ALFA-2A",193,"Drug",0.000622952407081645
"PITAVASTATIN CALCIUM",193,"Drug",0.000622952407081645
"MAGNESIUM SULFATE",192,"Drug",0.000619724674402466
"OXYMORPHONE HYDROCHLORIDE",192,"Drug",0.000619724674402466
"TRIAZOLAM",192,"Drug",0.000619724674402466
"ANTIHEMOPHILIC FACTOR, HUMAN RECOMBINANT",190,"Drug",0.000613269209044107
"BLEOMYCIN SULFATE",190,"Drug",0.000613269209044107
"COLESEVELAM HYDROCHLORIDE",190,"Drug",0.000613269209044107
"SENNOSIDES A AND B",190,"Drug",0.000613269209044107
"IRINOTECAN HYDROCHLORIDE",189,"Drug",0.000610041476364928
"ACETAMINOPHEN\TRAMADOL",188,"Drug",0.000606813743685748
"PEGASPARGASE",188,"Drug",0.000606813743685748
"PROPYLENE GLYCOL",188,"Drug",0.000606813743685748
"TERAZOSIN\TERAZOSIN HYDROCHLORIDE",188,"Drug",0.000606813743685748
"RABEPRAZOLE",187,"Drug",0.000603586011006568
"PEMETREXED DISODIUM",186,"Drug",0.000600358278327389
"PHYTONADIONE",186,"Drug",0.000600358278327389
"CANNABIS SATIVA SUBSP. INDICA TOP",185,"Drug",0.000597130545648209
"ROMIPLOSTIM",185,"Drug",0.000597130545648209
"SODIUM POLYSTYRENE SULFONATE",184,"Drug",0.00059390281296903
"TIOTROPIUM",184,"Drug",0.00059390281296903
"DAPSONE",183,"Drug",0.00059067508028985
"DORZOLAMIDE HYDROCHLORIDE\TIMOLOL MALEATE",183,"Drug",0.00059067508028985
"LIOTHYRONINE SODIUM",183,"Drug",0.00059067508028985
"GENTAMICIN",182,"Drug",0.000587447347610671
"DALTEPARIN SODIUM",181,"Drug",0.000584219614931491
"FESOTERODINE FUMARATE",181,"Drug",0.000584219614931491
"MINOCYCLINE HYDROCHLORIDE",181,"Drug",0.000584219614931491
"PEMETREXED",181,"Drug",0.000584219614931491
"DAPTOMYCIN",180,"Drug",0.000580991882252312
"ISOSORBIDE DINITRATE",180,"Drug",0.000580991882252312
"ETIZOLAM",179,"Drug",0.000577764149573132
"EPOPROSTENOL SODIUM",178,"Drug",0.000574536416893953
"LEVALBUTEROL HYDROCHLORIDE",178,"Drug",0.000574536416893953
"ABACAVIR SULFATE\DOLUTEGRAVIR SODIUM\LAMIVUDINE",177,"Drug",0.000571308684214773
"ACETYLCYSTEINE",177,"Drug",0.000571308684214773
"CEFUROXIME",177,"Drug",0.000571308684214773
"NICORANDIL",177,"Drug",0.000571308684214773
"PENICILLIN V POTASSIUM",177,"Drug",0.000571308684214773
"PIOGLITAZONE",177,"Drug",0.000571308684214773
"KETOROLAC TROMETHAMINE",176,"Drug",0.000568080951535594
"NALTREXONE",176,"Drug",0.000568080951535594
"AMLODIPINE BESYLATE\VALSARTAN",175,"Drug",0.000564853218856414
"CHLORPHENIRAMINE MALEATE",175,"Drug",0.000564853218856414
"LIDOCAINE\PRILOCAINE",175,"Drug",0.000564853218856414
"TRAMETINIB",175,"Drug",0.000564853218856414
"ADEFOVIR DIPIVOXIL",174,"Drug",0.000561625486177235
"PYRAZINAMIDE",174,"Drug",0.000561625486177235
"SITAGLIPTIN",174,"Drug",0.000561625486177235
"ALFUZOSIN",173,"Drug",0.000558397753498055
"EFAVIRENZ\EMTRICITABINE\TENOFOVIR DISOPROXIL FUMARATE",173,"Drug",0.000558397753498055
"NITROFURANTOIN\NITROFURANTOIN MONOHYDRATE",173,"Drug",0.000558397753498055
"SAPROPTERIN DIHYDROCHLORIDE",173,"Drug",0.000558397753498055
"CALCIUM ACETATE",171,"Drug",0.000551942288139696
"CARBIDOPA\ENTACAPONE\LEVODOPA",171,"Drug",0.000551942288139696
"DARUNAVIR ETHANOLATE",171,"Drug",0.000551942288139696
"LABETALOL\LABETALOL HYDROCHLORIDE",171,"Drug",0.000551942288139696
"MINERAL OIL\PETROLATUM",171,"Drug",0.000551942288139696
"ATAZANAVIR SULFATE",170,"Drug",0.000548714555460517
"BISACODYL OR DOCUSATE SODIUM",168,"Drug",0.000542259090102158
"ROTIGOTINE",168,"Drug",0.000542259090102158
"AMLODIPINE BESYLATE\BENAZEPRIL HYDROCHLORIDE",167,"Drug",0.000539031357422978
"CLINDAMYCIN PHOSPHATE",167,"Drug",0.000539031357422978
"NALOXONE HYDROCHLORIDE\OXYCODONE HYDROCHLORIDE",167,"Drug",0.000539031357422978
"OBETICHOLIC ACID",167,"Drug",0.000539031357422978
"LEVOLEUCOVORIN CALCIUM",166,"Drug",0.000535803624743799
"DEXAMETHASONE ACETATE",165,"Drug",0.000532575892064619
"EPLERENONE",165,"Drug",0.000532575892064619
"ERLOTINIB",165,"Drug",0.000532575892064619
"DABRAFENIB",164,"Drug",0.00052934815938544
"NADOLOL",164,"Drug",0.00052934815938544
"CEFUROXIME AXETIL",163,"Drug",0.00052612042670626
"IMATINIB",163,"Drug",0.00052612042670626
"MEMANTINE",163,"Drug",0.00052612042670626
"LOPINAVIR",162,"Drug",0.000522892694027081
"NALOXEGOL OXALATE",162,"Drug",0.000522892694027081
"PANTOPRAZOLE MAGNESIUM",162,"Drug",0.000522892694027081
"PALONOSETRON HYDROCHLORIDE",161,"Drug",0.000519664961347901
"SENNA LEAF",161,"Drug",0.000519664961347901
"INSULIN GLULISINE",160,"Drug",0.000516437228668722
"IPRATROPIUM",160,"Drug",0.000516437228668722
"LOPINAVIR\RITONAVIR",160,"Drug",0.000516437228668722
"MIDODRINE",160,"Drug",0.000516437228668722
"OLAPARIB",160,"Drug",0.000516437228668722
"TIMOLOL MALEATE",160,"Drug",0.000516437228668722
"TRANEXAMIC ACID",159,"Drug",0.000513209495989542
"ELOTUZUMAB",157,"Drug",0.000506754030631183
"MOXIFLOXACIN",156,"Drug",0.000503526297952004
"PHENPROCOUMON",156,"Drug",0.000503526297952004
"RAMELTEON",156,"Drug",0.000503526297952004
"TERBINAFINE",156,"Drug",0.000503526297952004
"ACENOCOUMAROL",154,"Drug",0.000497070832593645
"ALGLUCOSIDASE ALFA",154,"Drug",0.000497070832593645
"HYOSCYAMINE",154,"Drug",0.000497070832593645
"INGENOL MEBUTATE",154,"Drug",0.000497070832593645
"MECHLORETHAMINE",154,"Drug",0.000497070832593645
"FLUDROCORTISONE",153,"Drug",0.000493843099914465
"HYDROCORTISONE SODIUM SUCCINATE",153,"Drug",0.000493843099914465
"PYRIDOXINE",153,"Drug",0.000493843099914465
"TUBERCULIN PURIFIED PROTEIN DERIVATIVE",153,"Drug",0.000493843099914465
"DOLUTEGRAVIR SODIUM",152,"Drug",0.000490615367235286
"MEGESTROL ACETATE",151,"Drug",0.000487387634556106
"RAMUCIRUMAB",151,"Drug",0.000487387634556106
"DAUNORUBICIN",150,"Drug",0.000484159901876927
"DIMENHYDRINATE",149,"Drug",0.000480932169197747
"GLYCOPYRROLATE",149,"Drug",0.000480932169197747
"OFLOXACIN",148,"Drug",0.000477704436518568
"TOCOPHEROL",148,"Drug",0.000477704436518568
"DRONABINOL",147,"Drug",0.000474476703839388
"LOXOPROFEN",147,"Drug",0.000474476703839388
"MILNACIPRAN HYDROCHLORIDE",147,"Drug",0.000474476703839388
"AZELASTINE",146,"Drug",0.000471248971160209
"DABIGATRAN",146,"Drug",0.000471248971160209
"QUINAPRIL",146,"Drug",0.000471248971160209
"ALBUMIN HUMAN",145,"Drug",0.000468021238481029
"COBIMETINIB",145,"Drug",0.000468021238481029
"DACLATASVIR DIHYDROCHLORIDE",145,"Drug",0.000468021238481029
"ETODOLAC",145,"Drug",0.000468021238481029
"RADIUM RA-223 DICHLORIDE",145,"Drug",0.000468021238481029
"DICLOFENAC SODIUM\MISOPROSTOL",144,"Drug",0.000464793505801849
"LOTEPREDNOL ETABONATE",144,"Drug",0.000464793505801849
"PRAZOSIN",144,"Drug",0.000464793505801849
"CANAGLIFLOZIN\METFORMIN HYDROCHLORIDE",143,"Drug",0.00046156577312267
"CAPTOPRIL",143,"Drug",0.00046156577312267
"TIOTROPIUM BROMIDE",142,"Drug",0.00045833804044349
"AMBROXOL HYDROCHLORIDE",141,"Drug",0.000455110307764311
"TIOCONAZOLE",141,"Drug",0.000455110307764311
"CEFDINIR",140,"Drug",0.000451882575085131
"ELTROMBOPAG",140,"Drug",0.000451882575085131
"IODINE",140,"Drug",0.000451882575085131
"ARIPIPRAZOLE LAUROXIL",139,"Drug",0.000448654842405952
"CODEINE PHOSPHATE",139,"Drug",0.000448654842405952
"MESNA",139,"Drug",0.000448654842405952
"TRETINOIN",139,"Drug",0.000448654842405952
"FLUCLOXACILLIN",138,"Drug",0.000445427109726772
"BIFIDOBACTERIUM ANIMALIS SUBSP. LACTIS",137,"Drug",0.000442199377047593
